Id,SalePrice
1461,122918.99646
1462,156172.98111
1463,184572.93929
1464,202483.87807
1465,207165.95924
1466,176085.66706
1467,194842.36399
1468,167627.9775
1469,191284.39876
1470,121020.34948
1471,187788.33681
1472,95936.781008
1473,93011.29113
1474,145724.31718
1475,112969.1143
1476,346843.29237
1477,251567.12039
1478,293091.04571
1479,283243.22737
1480,519247.59855
1481,335563.4622
1482,213566.68838
1483,170250.04198
1484,163780.43289
1485,175267.26712
1486,198850.89549
1487,322822.2235
1488,249450.40807
1489,192519.50698
1490,240819.49486
1491,182606.85099
1492,90000.958352
1493,182792.96565
1494,290717.72351
1495,298034.86432
1496,229760.34861
1497,191995.79815
1498,169051.5075
1499,159897.11182
1500,152292.10979
1501,173326.43132
1502,158994.69795
1503,279306.28047
1504,252146.02013
1505,236908.03309
1506,185840.90729
1507,246649.49896
1508,186745.71673
1509,155116.9705
1510,143211.043
1511,143237.7343
1512,176522.98956
1513,149712.92623
1514,161825.25573
1515,219927.00499
1516,149241.44238
1517,171353.00466
1518,137814.50184
1519,216225.32283
1520,126785.40966
1521,130355.06289
1522,174541.12766
1523,109326.82569
1524,121192.44678
1525,119148.97965
1526,114451.65715
1527,107859.00451
1528,153569.50555
1529,139950.29153
1530,201194.1222
1531,106706.01122
1532,100233.64662
1533,145085.45381
1534,122253.14177
1535,152368.26035
1536,105533.79804
1537,66521.520307
1538,146578.17689
1539,181069.84376
1540,99037.991071
1541,135508.03458
1542,147656.59089
1543,182792.18083
1544,89319.710026
1545,122866.51595
1546,132971.08216
1547,136210.18166
1548,139464.62823
1549,124079.01201
1550,130756.47454
1551,114460.54138
1552,121233.21245
1553,130969.52898
1554,120823.24753
1555,176136.64911
1556,93015.131552
1557,104280.50489
1558,101011.79959
1559,56448.199502
1560,147861.43063
1561,116560.95378
1562,127056.58233
1563,116165.48618
1564,160246.63078
1565,145710.9298
1566,255280.10374
1567,79605.904185
1568,228802.77884
1569,116233.95007
1570,133344.55312
1571,123044.86747
1572,145789.86943
1573,227963.89145
1574,120744.31049
1575,228344.89154
1576,250039.74036
1577,179717.39882
1578,136140.46678
1579,147960.35177
1580,197755.46614
1581,156447.951
1582,131614.72927
1583,323784.85186
1584,224357.45646
1585,136290.42718
1586,77063.084701
1587,104048.15923
1588,143151.10935
1589,101286.32574
1590,141897.36379
1591,93351.854871
1592,118120.33997
1593,126720.68718
1594,136049.91703
1595,104064.33411
1596,234736.43763
1597,190271.06944
1598,210070.20632
1599,164315.46203
1600,156411.61095
1601,73490.788435
1602,114698.19423
1603,64207.284923
1604,268779.78331
1605,237243.06089
1606,178409.4277
1607,181741.18199
1608,208554.02281
1609,180088.48567
1610,153237.87327
1611,132213.08856
1612,159404.96749
1613,161033.57877
1614,107030.70864
1615,86407.421006
1616,77779.816095
1617,94236.155894
1618,127276.52958
1619,139238.86165
1620,159063.40565
1621,139575.79958
1622,134066.83382
1623,258243.50074
1624,207739.09277
1625,118029.812
