Id,SalePrice
1461,124041.45196
1462,153126.33519
1463,183924.24218
1464,200003.58879
1465,201559.82418
1466,174042.56977
1467,188121.88684
1468,167089.07971
1469,192209.53492
1470,117732.70386
1471,185706.33868
1472,94033.946652
1473,93946.223623
1474,146015.20103
1475,116028.25838
1476,342313.77198
1477,253747.6574
1478,287258.95469
1479,278690.33973
1480,530154.27314
1481,327384.39849
1482,214477.27497
1483,170463.96757
1484,162060.86611
1485,175356.48438
1486,198935.21926
1487,311362.70073
1488,253109.56289
1489,194660.90459
1490,230726.284
1491,181920.44552
1492,94484.83614
1493,183003.16281
1494,291239.5058
1495,294446.09682
1496,231208.00915
1497,194571.64308
1498,166689.46589
1499,156248.2164
1500,148726.47533
1501,173216.51563
1502,159231.95176
1503,274880.20006
1504,247700.23959
1505,233830.50556
1506,187303.52351
1507,254093.50605
1508,193119.22787
1509,153575.05074
1510,138230.64679
1511,142510.20902
1512,168645.0969
1513,145687.90011
1514,164959.28956
1515,223275.46169
1516,148940.86858
1517,174271.14094
1518,136468.162
1519,216703.86203
1520,128128.65339
1521,131449.3876
1522,168552.18259
1523,109380.64112
1524,122782.18226
1525,120175.21969
1526,112324.00306
1527,108286.23902
1528,151181.64499
1529,139259.56691
1530,181849.0505
1531,106102.78742
1532,101254.419
1533,147312.73288
1534,123190.77654
1535,153943.13915
1536,105933.63131
1537,71054.290231
1538,153648.32839
1539,181768.88545
1540,103394.80933
1541,136827.65282
1542,151298.68417
1543,200466.92035
1544,92573.407451
1545,122872.27149
1546,134479.08748
1547,133849.89976
1548,139044.70809
1549,121341.03346
1550,129021.72769
1551,115076.0631
1552,119506.34342
1553,124954.27611
1554,120519.26494
1555,181725.9162
1556,97042.701099
1557,107982.81032
1558,105731.22894
1559,58460.010381
1560,136467.81217
1561,124394.53993
1562,132061.82207
1563,114913.80476
1564,163391.15568
1565,144559.17425
1566,261141.36734
1567,81142.558086
1568,226019.94072
1569,119858.97103
1570,137936.36666
1571,123193.6932
1572,146040.03279
1573,237223.4727
1574,116429.9881
1575,214563.11799
1576,240267.13085
1577,182684.63884
1578,133721.4286
1579,147980.87492
1580,200017.16048
1581,154672.19566
1582,129889.3696
1583,327090.03433
1584,224780.99118
1585,134613.23533
1586,80873.439106
1587,103758.2481
1588,142468.36968
1589,101511.25884
1590,146032.5668
1591,93666.399135
1592,125887.80131
1593,118609.53758
1594,134972.51443
1595,101621.8156
1596,243429.71614
1597,187215.1817
1598,211156.18288
1599,168143.69539
1600,157867.44254
1601,70462.600348
1602,111247.95376
1603,62283.198138
1604,264783.96797
1605,239525.42386
1606,175363.42648
1607,189044.9214
1608,205466.88418
1609,182462.8579
1610,151153.49958
1611,133522.79921
1612,164688.10207
1613,163800.41301
1614,104170.30715
1615,85991.912957
1616,78811.564849
1617,95648.256725
1618,131225.08456
1619,135710.53186
1620,157961.71728
1621,141616.5982
1622,132960.56818
1623,263501.4861
1624,204996.76657
1625,121713.70339
1626,174220.38878
1627,195152.77087
1628,283885.64784
1629,181365.94967
1630,414788.70813
1631,233722.23237
1632,253031.48666
1633,169082.62162
1634,189360.68144
1635,176401.96531
1636,159774.24353
1637,193841.39109
1638,194531.45746
1639,182610.98498
1640,265025.06026
1641,180483.79316
1642,239709.2764
1643,239840.81311
1644,242608.74926
1645,205365.66154
1646,156826.54501
1647,159118.20463
1648,127865.60321
1649,137357.15623
1650,122569.31783
1651,127663.68902
1652,95735.097458
1653,100603.6489
1654,150588.96078
1655,138368.62359
1656,138421.02904
1657,152011.36739
1658,148398.08946
1659,133829.84698
1660,157450.47054
1661,483924.55512
1662,416416.23479
1663,382373.59322
1664,584872.1901
1665,298066.8445
1666,347771.33159
1667,368880.70496
1668,337525.52678
1669,294073.662
1670,344090.66086
1671,282215.14591
1672,477663.55654
1673,301093.54683
1674,266131.76553
1675,204361.88625
1676,191690.01009
1677,219888.85169
1678,534429.63404
1679,375020.02114
1680,314904.15868
1681,239643.99643
1682,298352.83141
1683,201395.09198
1684,180812.38271
1685,172313.79601
1686,171222.14057
1687,169829.09546
1688,194086.32151
1689,191386.72112
1690,195005.45215
1691,182190.0252
1692,253000.36586
1693,168533.53507
1694,183146.21237
1695,169095.54253
1696,273279.7373
1697,177707.37451
1698,369858.1868
1699,318074.74067
1700,246865.38676
1701,269575.6799
1702,261499.68023
1703,252903.35999
1704,300878.2207
1705,228370.55127
1706,483250.21597
1707,204942.39142
1708,206011.09048
1709,272383.48646
1710,231428.37364
1711,262902.27747
1712,263698.40431
1713,276229.37082
1714,234360.94025
1715,211345.30978
1716,181959.10539
1717,165273.50882
1718,139905.32687
1719,189706.18809
1720,236318.17968
1721,164581.19376
1722,129371.58427
1723,157942.962
1724,199214.24258
1725,227648.26003
1726,180156.56394
1727,151026.61528
1728,173692.61336
1729,165350.51598
1730,171126.03829
1731,117024.34449
1732,127174.15558
1733,116507.20821
1734,118156.42118
1735,135921.16539
1736,115226.9386
1737,397539.72231
1738,250575.61236
1739,294620.84933
1740,214852.06653
1741,197772.56115
1742,173939.01364
1743,182982.31619
1744,330637.45962
1745,214221.55904
1746,242030.13329
1747,220964.01288
1748,225754.00027
1749,144644.29209
1750,142113.66782
1751,241049.26884
1752,121015.22854
1753,145995.93373
1754,202593.91611
1755,158423.68451
1756,125207.98467
1757,119941.90346
1758,140861.73799
1759,166015.29262
1760,159646.9588
1761,156709.76152
1762,179283.19346
1763,165755.30661
1764,109649.82484
1765,187377.93717
1766,183556.31974
1767,236414.38464
1768,138260.93756
1769,174421.6137
1770,150763.4329
1771,124291.26627
1772,132405.27665
1773,125327.80592
1774,141680.72959
1775,135951.74902
1776,112841.07723
1777,107363.2741
1778,143670.75533
1779,108463.83241
1780,176523.41608
1781,123984.26924
1782,89008.229171
1783,136903.36546
1784,97727.912162
1785,109049.21401
1786,146404.84485
1787,166948.2704
1788,66384.823027
1789,103377.50687
1790,72698.560831
1791,202457.01667
1792,160101.0695
1793,137722.45497
1794,163646.86155
1795,134338.05737
1796,122062.36579
1797,137682.29071
1798,116739.12324
1799,112342.99758
1800,114923.67579
1801,130814.8515
1802,156845.72071
1803,151209.58291
1804,137886.7164
1805,142151.23877
1806,131552.4536
1807,121363.81528
1808,112066.89819
1809,109464.79385
1810,125934.44231
1811,96629.714512
1812,92096.015562
1813,124389.06347
1814,84931.733354
1815,61440.459869
1816,95849.653845
1817,95932.638197
1818,133520.54354
1819,120546.95838
1820,47929.71854
1821,113589.38214
1822,131801.7887
1823,41228.892504
1824,131583.78728
1825,137876.39138
1826,98299.689755
1827,107001.70843
1828,132010.70623
1829,122413.16594
1830,131926.92605
1831,151520.79065
1832,90616.808447
1833,134439.1856
1834,119967.28746
1835,123493.45461
1836,133194.04665
1837,90359.226318
1838,121440.25263
1839,107657.66034
1840,129025.3021
1841,127840.87812
1842,87427.508118
1843,141643.17849
1844,133806.8013
1845,136187.28749
1846,139663.47228
1847,166185.24399
1848,57050.212346
1849,103012.78174
1850,113589.88393
1851,148604.60343
1852,120273.40126
1853,124174.4065
1854,166054.13814
1855,151253.69827
1856,206999.96538
1857,131736.65896
1858,151595.07242
1859,117046.26613
1860,154609.71926
1861,116330.16204
1862,296521.86248
1863,296521.86248
1864,296521.86248
1865,309796.87412
1866,302040.60964
1867,232873.40655
1868,295804.72234
1869,212077.53103
1870,221241.5579
1871,230797.76939
1872,167931.61915
1873,240620.12051
1874,158664.97245
1875,207029.91665
1876,198277.77074
1877,216580.85012
1878,202948.89512
1879,126470.74419
1880,145034.90119
1881,263014.28068
1882,248846.85912
1883,191950.15847
1884,203832.61229
1885,238848.72823
1886,278209.47552
1887,212556.45805
1888,277879.00326
1889,166061.30185
1890,123787.31472
1891,134543.63873
1892,101687.98746
1893,127135.95864
1894,123076.22508
1895,139442.78427
1896,127427.39139
1897,116362.86232
1898,118163.45534
1899,160128.20008
1900,157698.14452
1901,170892.94979
1902,146324.49201
1903,220580.77447
1904,151321.03585
1905,199392.05638
1906,182155.11859
1907,221704.69861
1908,113427.72801
1909,138470.44955
1910,120693.11936
1911,223260.22084
1912,381997.85163
1913,137937.65362
1914,55388.950739
1915,268633.05346
1916,9999.9962802
1917,246187.35266
1918,143089.44029
1919,182697.99705
1920,168969.78358
1921,376708.61953
1922,292559.87744
1923,244308.39055
1924,224486.28218
1925,213491.40004
1926,366472.82103
1927,133794.53077
1928,153590.08941
1929,133074.74019
1930,133703.02976
1931,150555.43483
1932,136999.79415
1933,181506.61155
1934,191956.89269
1935,172522.27839
1936,188415.35653
1937,178608.2094
1938,164429.87805
1939,273216.96864
1940,196249.34058
1941,180412.40484
1942,178246.45676
1943,210574.52351
1944,324061.06262
1945,357302.6901
1946,140365.87919
1947,305182.70228
1948,161245.42617
1949,222397.00445
1950,185033.76251
1951,253659.01351
1952,215532.00068
1953,154559.10206
1954,193764.36774
1955,131045.76398
1956,366288.1181
1957,154723.32133
1958,280862.33308
1959,138751.84513
1960,112842.92233
1961,120763.71874
1962,97738.488209
1963,104324.88549
1964,100565.86314
1965,151314.73605
1966,136047.08879
1967,284998.83874
1968,434845.85341
1969,361655.03471
1970,460337.13682
1971,494078.74424
1972,393941.72911
1973,272891.9201
1974,327356.94821
1975,539232.17915
1976,285224.89829
1977,374731.67879
1978,357015.4698
1979,312594.2546
1980,200658.67937
1981,335823.60739
1982,233976.1035
1983,215243.09499
1984,177897.9385
1985,216862.00578
1986,215441.09061
1987,181656.92852
1988,173541.12281
1989,195373.20498
1990,212675.59879
1991,230862.59758
1992,219758.83667
1993,176629.19427
1994,255054.78583
1995,190912.66912
1996,248972.25051
1997,286247.23993
1998,334851.66461
1999,258717.96473
2000,313183.11669
2001,257327.21268
2002,252580.89356
2003,265146.62673
2004,276232.645
2005,237658.1458
2006,214462.83176
2007,252128.46479
2008,202585.47379
2009,180706.55901
2010,181451.8948
2011,142709.43449
2012,166357.45938
2013,168864.58428
2014,176068.86311
2015,184676.4869
2016,183507.38825
2017,185454.38741
2018,120976.87367
2019,144837.099
2020,116141.43953
2021,109331.05551
2022,197820.49048
2023,149030.1004
2024,263833.22459
2025,358118.80553
2026,177444.17873
2027,159216.32944
2028,176894.2476
2029,162595.91354
2030,263665.09906
2031,235252.34951
2032,246685.00796
2033,257763.49476
2034,166390.45165
2035,229544.91375
2036,192970.20273
2037,198317.12753
2038,326618.8609
2039,208625.34861
2040,317136.74002
2041,308779.82581
2042,215353.56318
2043,165987.01788
2044,174913.45154
2045,206526.05384
2046,140963.71747
2047,147397.08259
2048,139625.60417
2049,147324.53658
2050,171591.12971
2051,96782.007985
2052,119567.98326
2053,139351.69013
2054,99763.774596
2055,151765.9629
2056,143142.39321
2057,115228.12113
2058,208750.38496
2059,127746.47184
2060,169672.11862
2061,176358.55126
2062,124842.03811
2063,105566.20228
2064,136160.73785
2065,115678.08467
2066,163353.54277
2067,116579.32251
2068,145412.42533
2069,89790.610158
2070,113666.33931
2071,98086.650778
2072,141703.06991
2073,136212.47722
2074,185905.32557
2075,144383.43171
2076,128268.29276
2077,137589.72179
2078,120467.41019
2079,136961.72473
2080,124346.56898
2081,128839.21849
2082,132596.63382
2083,142312.63635
2084,112104.1311
2085,116147.82019
2086,127525.18344
2087,125801.13845
2088,100367.59194
2089,80100.600146
2090,122944.21477
2091,98172.325441
2092,119542.87532
2093,117708.85251
2094,111812.20433
2095,150185.93629
2096,83371.030218
2097,98760.374192
2098,142901.1426
2099,64774.430792
2100,78585.850899
2101,106906.06418
2102,132636.63627
2103,93603.233692
2104,137155.07095
2105,116954.84948
2106,63200.504076
2107,179992.16679
2108,109844.18132
2109,108028.17079
2110,134888.82759
2111,148773.91416
2112,136078.95212
2113,128919.09096
2114,125371.69486
2115,162652.94862
2116,117581.54036
2117,156839.43757
2118,122013.68113
2119,112233.52079
2120,119572.17089
2121,9999.9962802
2122,104907.87735
2123,94240.035882
2124,168636.88074
2125,128994.51138
2126,138129.02392
2127,154673.10497
2128,124105.49233
2129,100704.35897
2130,134782.88243
2131,158324.63619
2132,109110.73719
2133,118305.27628
2134,117407.57392
2135,102425.79903
2136,71294.519
2137,115002.35311
2138,131447.21941
2139,145381.25675
2140,138308.34853
2141,154657.14419
2142,117196.28058
2143,138215.25047
2144,112521.48821
2145,139833.39861
