Id,SalePrice
1461,118410.61682
1462,157985.41765
1463,182740.32151
1464,204134.55454
1465,199444.75977
1466,172230.86896
1467,189832.09008
1468,162164.44992
1469,186798.79777
1470,121713.51396
1471,187562.96018
1472,92617.666877
1473,93087.576256
1474,147173.60901
1475,113533.155
1476,360785.17308
1477,249533.71151
1478,294453.37219
1479,285325.46567
1480,521459.20852
1481,325074.81199
1482,206040.53356
1483,166350.00972
1484,163210.26109
1485,9999.9962802
1486,9999.9962802
1487,9999.9962802
1488,233983.57186
1489,194576.3321
1490,234663.66692
1491,183222.87221
1492,92003.489033
1493,9999.9962802
1494,274846.94321
1495,293173.14139
1496,9999.9962802
1497,184926.31363
1498,176602.81762
1499,162010.30608
1500,155063.20952
1501,172081.79418
1502,157577.82606
1503,283777.89312
1504,246248.2844
1505,229921.43254
1506,191247.97411
1507,245855.62467
1508,184848.00063
1509,158568.22283
1510,142788.85462
1511,153831.94982
1512,181415.39076
1513,137961.75966
1514,165791.1165
1515,201995.56194
1516,9999.9962802
1517,167145.72011
1518,137284.15392
1519,213427.1732
1520,126449.45484
1521,128477.57956
1522,174619.92339
1523,108893.94138
1524,119037.04651
1525,121247.6907
1526,113434.52089
1527,109240.96979
1528,9999.9962802
1529,145683.22492
1530,199864.55211
1531,9999.9962802
1532,9999.9962802
1533,145096.43407
1534,118521.4927
1535,9999.9962802
1536,9999.9962802
1537,67021.017329
1538,147966.13305
1539,181364.54962
1540,97697.911564
1541,137569.36405
1542,143205.30394
1543,180237.57949
1544,88038.163302
1545,123914.34453
1546,135321.48309
1547,134857.93687
1548,140072.53038
1549,125736.09322
1550,129050.05785
1551,9999.9962802
1552,132712.92932
1553,130616.62111
1554,122091.97509
1555,165320.60634
1556,9999.9962802
1557,106857.45482
1558,98067.845399
1559,57273.155403
1560,9999.9962802
1561,116527.97344
1562,129016.80498
1563,120061.07574
1564,162461.35785
1565,148358.72269
1566,246946.355
1567,77900.147057
1568,9999.9962802
1569,120240.28038
1570,137308.72548
1571,119298.05704
1572,142593.69379
1573,234834.82012
